Type,Basis_Of_Record,Master_Family,Master_Plant_Code,Master_Species,Scientific_Name,Taxon_ID,UT_Family,CO_Family,WY_Family,UT_Plant_Code,UT_Species,CO_Plant_Code,CO_Species,WY_Plant_Code,WY_Species,Add_Synonyms,Taxonomic_Notes,Master_Common_Name,Lifeform,Duration,Nativity,Trinomial,Trinomial_Description,Unique_Species,Unique_Species_Description,LU_Code,Wetland_Code,Wetland_Code_Description,Wetland_Code_Info_Source,Photosynthetic_Pathway
Dataset,HumanObservation,Cyperaceae,CAAQ,Carex aquatilis,Carex aquatilis,39374,Cyperaceae,Cyperaceae,Cyperaceae,CAAQ,Carex aquatilis,CAAQ,Carex aquatilis,CAAQ,Carex aquatilis,Carex aquatilis var. aquatilis,NA,Water sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARAQU,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,CAAQ3,Catabrosa aquatica,Catabrosa aquatica,41541,Gramineae,Poaceae,Poaceae,CAAQ3,Catabrosa aquatica,CAAQ3,Catabrosa aquatica,CAAQ3,Catabrosa aquatica,NA,NA,Brookgrass,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CATAQU,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",C3
Dataset,HumanObservation,Fabaceae,CAAR18,Caragana arborescens,Caragana arborescens,26529,Leguminosae,Fabaceae,NA,CAAR18,Caragana arborescens,CAAR18,Caragana arborescens,NA,NA,NA,NA,Siberian pea-tree,Shrub,Perennial,NonNative,0,FALSE,1,TRUE,CARARB,UPL,Upland,NA,NA
Dataset,HumanObservation,Cyperaceae,CAAT3,Carex athrostachya,Carex athrostachya,501205,Cyperaceae,Cyperaceae,Cyperaceae,CAAT3,Carex athrostachya,CAAT3,Carex athrostachya,CAAT3,Carex athrostachya,NA,NA,Slender-beaked sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARATH,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CAAU3,Carex aurea,Carex aurea,39445,Cyperaceae,Cyperaceae,Cyperaceae,CAAU3,Carex aurea,CAAU3,Carex aurea,CAAU3,Carex aurea,Carex garberi,NA,Golden sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARAUR,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Liliaceae,CAAU8,Calochortus aureus,Calochortus aureus,42836,Liliaceae,NA,NA,CAAU8,Calochortus aureus,NA,NA,NA,NA,NA,NA,Golden mariposa,Forb,Perennial,Native,0,FALSE,1,TRUE,CALAUR,UPL,Upland,NA,NA
Dataset,HumanObservation,Onagraceae,CABA25,Camissonia bairdii,Camissonia bairdii,507914,Onagraceae,NA,NA,CABA25,Camissonia bairdii,NA,NA,NA,NA,NA,Included in camissonia scapoidea var. macrocarpa in intermountain flora (1997),Baird's camissonia,Forb,Annual,Native,0,FALSE,1,TRUE,CAMBAI,UPL,Upland,NA,NA
Dataset,HumanObservation,Cyperaceae,CABE2,Carex bebbii,Carex bebbii,39520,Cyperaceae,Cyperaceae,NA,CABE2,Carex bebbii,CABE2,Carex bebbii,NA,NA,NA,NA,Bebb's sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARBEB,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CABE3,Carex bella,Carex bella,39521,Cyperaceae,Cyperaceae,NA,CABE3,Carex bella,CABE3,Carex bella,NA,NA,NA,NA,Beautiful sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARBEL,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Bignoniaceae,CABI8,Catalpa bignonioides,Catalpa bignonioides,34313,Bignoniaceae,NA,NA,CABI8,Catalpa bignonioides,NA,NA,NA,NA,NA,NA,Common catalpa,Tree,Perennial,Native,0,FALSE,1,TRUE,CATBIG,CULT,Cultivar,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Cyperaceae,CABO2,Carex bolanderi,Carex bolanderi,39525,Cyperaceae,NA,NA,CABO2,Carex bolanderi,NA,NA,NA,NA,Carex deweyana var. bolanderi,NA,Bolander's sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARBOL,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Onagraceae,CABO7,Camissonia boothii,Camissonia boothii,27467,Onagraceae,Onagraceae,Onagraceae,CABO7,Camissonia boothii,CABO7,Camissonia boothii,CABO7,Camissonia boothii,NA,NA,Booth's evening primrose,Forb,Annual,Native,0,FALSE,1,TRUE,CAMBOO,UPL,Upland,NA,NA
Dataset,HumanObservation,Onagraceae,CABR22,Camissonia breviflora,Camissonia breviflora,27474,Onagraceae,NA,Onagraceae,CABR22,Camissonia breviflora,NA,NA,CABR22,Camissonia breviflora,Oenothera breviflora,NA,Dandelion camissonia,Forb,Perennial,Native,0,FALSE,1,TRUE,CAMBREVIFLORA,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Onagraceae,CABR23,Camissonia brevipes,Camissonia brevipes,27475,Onagraceae,NA,NA,CABR23,Camissonia brevipes,NA,NA,NA,NA,NA,NA,Showy camissonia,Forb,Annual,Native,0,FALSE,1,TRUE,CAMBREVIPES,UPL,Upland,NA,NA
Dataset,HumanObservation,Liliaceae,CABR4,Calochortus bruneaunis,Calochortus bruneaunis,42837,Liliaceae,NA,NA,CABR4,Calochortus bruneaunis,NA,NA,NA,NA,NA,NA,Bruneau mariposa,Forb,Perennial,Native,0,FALSE,1,TRUE,CALBRU,UPL,Upland,NA,NA
Dataset,HumanObservation,Brassicaceae,CABR6,Cardamine breweri,Cardamine breweri,22781,Cruciferae,NA,NA,CABR6,Cardamine breweri,NA,NA,NA,NA,NA,Includes vars breweri & leibergii,Brewer's bittercress,Forb,Perennial,Native,0,FALSE,1,TRUE,CARBRE,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Brassicaceae,CABU2,Capsella bursa-pastoris,Capsella bursa-pastoris,22766,Cruciferae,Brassicaceae,Brassicaceae,CABU2,Capsella bursa-pastoris,CABU2,Capsella bursa-pastoris,CABU2,Capsella bursa-pastoris,NA,NA,Shepherd's-purse,Forb,Annual,NonNative,0,FALSE,1,TRUE,CAPBUR,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CACA11,Carex canescens,Carex canescens,39447,Cyperaceae,NA,NA,CACA11,Carex canescens,NA,NA,NA,NA,"Carex canescens var. canescens, Carex canescens var. subliolacea, Carex lapponica",NA,Hoary sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARCAN,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CACA12,Carex capillaris,Carex capillaris,39540,Cyperaceae,NA,NA,CACA12,Carex capillaris,NA,NA,NA,NA,NA,NA,Hair sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARCAP,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Apiaceae,CACA19,Carum carvi,Carum carvi,29610,Umbelliferae,Apiaceae,NA,CACA19,Carum carvi,CACA19,Carum carvi,NA,NA,NA,NA,Caraway,Forb,Perennial,NonNative,0,FALSE,1,TRUE,CARCAR,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,CACA4,Calamagrostis canadensis,Calamagrostis canadensis,40544,Gramineae,Poaceae,NA,CACA4,Calamagrostis canadensis,CACA4,Calamagrostis canadensis,NA,NA,NA,"Includes var. canadensis, imberbis, & macouniana, calamagrostis scribneri",Bluejoint reedgrass,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CALCAN,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",C3
Dataset,HumanObservation,Onagraceae,CACH12,Camissonia chamaenerioides,Camissonia chamaenerioides,27486,Onagraceae,NA,NA,CACH12,Camissonia chamaenerioides,NA,NA,NA,NA,NA,NA,Slender-pod camissonia,Forb,Annual,Native,0,FALSE,1,TRUE,CAMCHA,FACU,Facultative Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Brassicaceae,CACH42,Cardaria chalepensis,Cardaria chalepensis,823268,Cruciferae,Brassicaceae,Brassicaceae,CACH42,Cardaria chalepensis,CACH42,Cardaria chalepensis,CACH42,Cardaria chalepensis,"Cardaria draba ssp. chalepensis, Cardaria draba var. repens",NA,Orbicular whitetop,Forb,Perennial,NonNative,0,FALSE,1,TRUE,CARCHA,FAC,Facultative,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Onagraceae,CACL4,Camissonia claviformis,Camissonia claviformis,27490,Onagraceae,Onagraceae,Onagraceae,CACL4,Camissonia claviformis,CACL4,Camissonia claviformis,CACL4,Camissonia claviformis,NA,NA,Browneyes,Forb,Annual,Native,0,FALSE,1,TRUE,CAMCLA,UPL,Upland,NA,NA
Dataset,HumanObservation,Brassicaceae,CACO18,Caulanthus cooperi,Caulanthus cooperi,23078,Cruciferae,NA,NA,CACO18,Caulanthus cooperi,NA,NA,NA,NA,NA,NA,Cooper's wild cabbage,Forb,Annual,Native,0,FALSE,1,TRUE,CAUCOO,UPL,Upland,NA,NA
Dataset,HumanObservation,Brassicaceae,CACO6,Cardamine cordifolia,Cardamine cordifolia,22789,Cruciferae,Brassicaceae,Brassicaceae,CACO6,Cardamine cordifolia,CACO6,Cardamine cordifolia,CACO6,Cardamine cordifolia,NA,NA,Heartleaf bittercress,Forb,Perennial,Native,0,FALSE,1,TRUE,CARCOR,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Brassicaceae,CACR11,Caulanthus crassicaulis,Caulanthus crassicaulis,23080,Cruciferae,Brassicaceae,Brassicaceae,CACR11,Caulanthus crassicaulis,CACR11,Caulanthus crassicaulis,CACR11,Caulanthus crassicaulis,NA,NA,Thickstem wild cabbage,Forb,Perennial,Native,0,FALSE,1,TRUE,CAUCRA,UPL,Upland,NA,NA
Dataset,HumanObservation,Cyperaceae,CACU4,Carex curatorum,Carex curatorum,39565,Cyperaceae,NA,NA,CACU4,Carex curatorum,NA,NA,NA,NA,Carex scirpoidea var. curatorum,NA,Canyonlands sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARCUR,OBL,Obligate Wetland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Cyperaceae,CADE9,Carex deweyana,Carex deweyana,39575,NA,Cyperaceae,NA,NA,NA,CADE9,Carex deweyana,NA,NA,Carex deweyana var. deweyana,NA,Dewey's sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,NA,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CADI6,Carex disperma,Carex disperma,39577,Cyperaceae,Cyperaceae,NA,CADI6,Carex disperma,CADI6,Carex disperma,NA,NA,NA,NA,Soft-leaved sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARDIS,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CADO2,Carex douglasii,Carex douglasii,39578,Cyperaceae,Cyperaceae,Cyperaceae,CADO2,Carex douglasii,CADO2,Carex douglasii,CADO2,Carex douglasii,NA,NA,Douglas'  sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARDOU,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Brassicaceae,CADR,Cardaria draba,Cardaria draba,23072,Cruciferae,Brassicaceae,NA,CADR,Cardaria draba,CADR,Cardaria draba,NA,NA,"Lepidium draba, Cardaria draba var. draba",NA,Whitetop,Forb,Perennial,NonNative,0,FALSE,1,TRUE,CARDRA,FAC,Facultative,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Cyperaceae,CADU6,Carex duriuscula,Carex duriuscula,501216,Cyperaceae,Cyperaceae,Cyperaceae,CADU6,Carex duriuscula,CASTE3,Carex stenophylla,CAST40,Carex stenophylla,Carex eleocharis,NA,Narrowleaf sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARDUR,UPL,Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Onagraceae,CAEA,Camissonia eastwoodiae,Camissonia eastwoodiae,27504,Onagraceae,Onagraceae,NA,CAEA,Camissonia eastwoodiae,CAEA,Camissonia eastwoodiae,NA,NA,NA,NA,Eastwood's camissonia,Forb,Annual,Native,0,FALSE,1,TRUE,CAMEAS,UPL,Upland,NA,NA
Dataset,HumanObservation,Cyperaceae,CAEB,Carex ebenea,Carex ebenea,39580,Cyperaceae,Cyperaceae,NA,CAEB,Carex ebenea,CAEB,Carex ebenea,NA,NA,NA,NA,Ebony sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CAREBE,UPL,Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Cyperaceae,CAEG,Carex egglestonii,Carex egglestonii,39585,Cyperaceae,NA,NA,CAEG,Carex egglestonii,NA,NA,NA,NA,NA,NA,Eggleston's sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CAREGG,UPL,Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Cyperaceae,CAEL3,Carex elynoides,Carex elynoides,39589,Cyperaceae,NA,NA,CAEL3,Carex elynoides,NA,NA,NA,NA,NA,NA,Kobresia sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARELY,UPL,Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Cyperaceae,CAEM2,Carex emoryi,Carex emoryi,39591,NA,NA,NA,CAEM2,Carex emoryi,CAEM2,Carex emoryi,NA,NA,NA,This species is not listed in welsh et al. 2003 or welsh et al. 2008. The utah name was populated with the colorado name (weber & wittmann 2001).,Emory's sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CAREMO,OBL,Obligate Wetland,"Plants.usda.gov, 7/2016",NA
Dataset,HumanObservation,Fabaceae,CAESA,Caesalpinia sp.,Caesalpinia,26499,Leguminosae,Fabaceae,Fabaceae,CAESA,Caesalpinia sp.,CAESA,Caesalpinia sp.,CAESA,Caesalpinia sp.,NA,NA,Nicker,NA,NA,NA,0,FALSE,0,FALSE,CAESALPINIA,NA,NA,NA,NA
Dataset,HumanObservation,Cyperaceae,CAFI,Carex filifolia,Carex filifolia,39600,Cyperaceae,NA,Cyperaceae,CAFI,Carex filifolia,NA,NA,CAFI,Carex filifolia,Carex filifolia var. filifolia,NA,Threadleaf sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARFIL,UPL,Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Liliaceae,CAFL,Calochortus flexuosus,Calochortus flexuosus,42848,Liliaceae,Calochortaceae,NA,CAFL,Calochortus flexuosus,CAFL,Calochortus flexuosus,NA,NA,NA,Placed in the calochortaceae by some authors,Sinuous mariposa,Vine,Perennial,Native,0,FALSE,1,TRUE,CALFLE,UPL,Upland,NA,NA
Dataset,HumanObservation,Scrophulariaceae,CAFL7,Castilleja flava,Castilleja flava,33115,Scrophulariaceae,Scrophulariaceae,Scrophulariaceae,CAFL7,Castilleja flava,CAFL7,Castilleja flava,CAFL7,Castilleja flava,Castilleja flava var. flava,NA,Yellow paintbrush,Forb,Perennial,Native,0,FALSE,1,TRUE,CASFLA,UPL,Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Cyperaceae,CAFO3,Carex foenea,Carex foenea,39607,Cyperaceae,NA,NA,CASI12,Carex siccata,NA,NA,NA,NA,NA,NA,Silvertop sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARSIC,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CAGA3,Carex garberi,Carex garberi,39611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Included in carex aurea by utah flora (2003),Garber's sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,NA,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CAGE,Carex geophila,Carex geophila,39612,Cyperaceae,Cyperaceae,NA,CAGE,Carex geophila,CAGE,Carex geophila,NA,NA,NA,NA,White mountain sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARGEO,UPL,Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Cyperaceae,CAGE2,Carex geyeri,Carex geyeri,39613,Cyperaceae,Cyperaceae,Cyperaceae,CAGE2,Carex geyeri,CAGE2,Carex geyeri,CAGE2,Carex geyeri,NA,NA,Elk sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARGEY,UPL,Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Poaceae,CAGI3,Calamovilfa gigantea,Calamovilfa gigantea,41538,Gramineae,NA,NA,CAGI3,Calamovilfa gigantea,NA,NA,NA,NA,NA,NA,Big sandreed,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CALGIG,UPL,Upland,NA,C4
Dataset,HumanObservation,Liliaceae,CAGU,Calochortus gunnisonii,Calochortus gunnisonii,42849,Liliaceae,Calochortaceae,NA,CAGU,Calochortus gunnisonii,CAGU,Calochortus gunnisonii,NA,NA,Calochortus gunnisonii var. gunnisonii,NA,Gunnison's mariposa,Forb,Perennial,Native,0,FALSE,1,TRUE,CALGUN,UPL,Upland,NA,NA
Dataset,HumanObservation,Cyperaceae,CAGY2,Carex gynocrates,Carex gynocrates,39624,Cyperaceae,NA,NA,CADI38,Carex dioica,NA,NA,NA,NA,Carex dioica ssp. gynocrates,NA,Northern bog sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARDIO,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CAHA36,Carex haysii,Carex haysii,507762,Cyperaceae,NA,NA,CAHA36,Carex haysii,NA,NA,NA,NA,NA,Included in carex curatorum by some authors,Hays' sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARHAYSII,UPL,Upland,NA,NA
Dataset,HumanObservation,Cyperaceae,CAHA6,Carex haydeniana,Carex haydeniana,501229,Cyperaceae,NA,NA,CAHA6,Carex haydeniana,NA,NA,NA,NA,NA,NA,Hayden's sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARHAYDENIANA,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Callitrichaceae,CAHE2,Callitriche hermaphroditica,Callitriche hermaphroditica,32057,Callitrichaceae,Callitrichaceae,NA,CAHE2,Callitriche hermaphroditica,CAHE2,Callitriche hermaphroditica,NA,NA,NA,NA,Secret water-starwort,Forb,Perennial,Native,0,FALSE,1,TRUE,CALHER,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CAHE8,Carex heteroneura,Carex heteroneura,39635,Cyperaceae,Cyperaceae,Cyperaceae,CAHE8,Carex heteroneura,CAHE8,Carex heteroneura,CAHE8,Carex heteroneura,NA,NA,Different-nerve sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARHET,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CAHO5,Carex hoodii,Carex hoodii,39642,Cyperaceae,Cyperaceae,Cyperaceae,CAHO5,Carex hoodii,CAHO5,Carex hoodii,CAHO5,Carex hoodii,NA,NA,Hood's sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARHOO,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CAHY4,Carex hystericina,Carex hystericina,39456,Cyperaceae,NA,NA,CAHY4,Carex hystericina,NA,NA,NA,NA,Carex hystricina,NA,Bottlebrush sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARHYS,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CAIL,Carex illota,Carex illota,39648,Cyperaceae,Cyperaceae,NA,CAIL,Carex illota,CAIL,Carex illota,NA,NA,NA,NA,Sheep sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARILLOTA,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Juglandaceae,CAIL2,Carya illinoinensis,Carya illinoinensis,19234,Juglandaceae,NA,NA,CAIL2,Carya illinoinensis,NA,NA,NA,NA,NA,NA,Pecan,Tree,Perennial,Native,0,FALSE,1,TRUE,CARILLINOINENSIS,CULT,Cultivar,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Cyperaceae,CAIN11,Carex interior,Carex interior,39652,Cyperaceae,NA,NA,CAIN11,Carex interior,NA,NA,NA,NA,NA,NA,Inland sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARINT,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CAIN9,Carex inops,Carex inops,39650,Cyperaceae,Cyperaceae,Cyperaceae,CAIN9,Carex inops,CAIN9,Carex inops,CAIN9,Carex inops,NA,NA,Long-stolon sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARINO,UPL,Upland,NA,NA
Dataset,HumanObservation,Cyperaceae,CAINH2,Carex inops ssp. heliophila,Carex inops heliophila,523761,NA,Cyperaceae,NA,CAINH2,Carex inops ssp. heliophila,CAINH2,Carex inops ssp. heliophila,NA,NA,"Carex pensylvanica var. digyna, Carex heliophila",Weber and wittman 2001 listed this species as carex pensylvanica. Weber and wittman 2012 lists it as carex inops ssp. heliophila. Populated the utah name with the colorado name since a utah name could not be determined (neither welsh et al. 2003 or welsh et al. 2008 list this species).,Pennsylvania sedge,Graminoid,Perennial,Native,1,TRUE,1,TRUE,CARINOH,UPL,Upland,NA,NA
Dataset,HumanObservation,Onagraceae,CALA38,Calylophus lavandulifolius,Calylophus lavandulifolius,501160,Onagraceae,Onagraceae,NA,CALA38,Calylophus lavandulifolius,CALA38,Calylophus lavandulifolius,NA,NA,Calylophus hartwegii ssp. lavandulifolius,NA,Lavender-leaf sundrops,Forb,Perennial,Native,0,FALSE,1,TRUE,CALLAV,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,CALAM,Calamagrostis sp.,Calamagrostis,40529,Gramineae,Poaceae,Poaceae,CALAM,Calamagrostis sp.,CALAM,Calamagrostis sp.,CALAM,Calamagrostis sp.,NA,NA,Reedgrass,Graminoid,Perennial,Native,0,FALSE,0,FALSE,CALAMAGROSTIS,NA,NA,NA,C3
Dataset,HumanObservation,Poaceae,CALAM2,Calamovilfa sp.,Calamovilfa,41534,Gramineae,Poaceae,Poaceae,CALAM2,Calamovilfa sp.,CALAM2,Calamovilfa sp.,CALAM2,Calamovilfa sp.,NA,NA,Sandreed,NA,NA,NA,0,FALSE,0,FALSE,CALAMOVILFA,NA,NA,NA,C4
Dataset,HumanObservation,Ranunculaceae,CALE4,Caltha leptosepala,Caltha leptosepala,18455,Ranunculaceae,NA,NA,CALE4,Caltha leptosepala,NA,NA,NA,NA,"Caltha biflora, Psychrophila leptosepala",NA,White marsh-marshmarigold,Forb,Perennial,Native,0,FALSE,1,TRUE,CALLEP,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CALE8,Carex lenticularis,Carex lenticularis,39665,Cyperaceae,Cyperaceae,Cyperaceae,CALE8,Carex lenticularis,CALE8,Carex lenticularis,CALE8,Carex lenticularis,NA,NA,Lakeshore sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARLEN,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Scrophulariaceae,CALI4,Castilleja linariifolia,Castilleja linariifolia,33138,Scrophulariaceae,Scrophulariaceae,Scrophulariaceae,CALI4,Castilleja linariifolia,CALI4,Castilleja linariifolia,CALI4,Castilleja linariifolia,Castilleja linariaefolia,NA,Wyoming paintbrush,Forb,Perennial,Native,0,FALSE,1,TRUE,CASLIN,FAC,Facultative,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Callitrichaceae,CALLI6,Callitriche sp.,Callitriche,32050,Callitrichaceae,Callitrichaceae,Callitrichaceae,CALLI6,Callitriche sp.,CALLI6,Callitriche sp.,CALLI6,Callitriche sp.,NA,NA,Water-starwort,Forb,Perennial,Native,0,FALSE,0,FALSE,CALLITRICHE,OBL,Obligate Wetland,NA,NA
Dataset,HumanObservation,Convolvulaceae,CALO12,Calystegia longipes,Calystegia longipes,30669,Convolvulaceae,NA,NA,CALO12,Calystegia longipes,NA,NA,NA,NA,NA,NA,Longstalk bindweed,Vine,Perennial,Native,0,FALSE,1,TRUE,CALLON,UPL,Upland,NA,NA
Dataset,HumanObservation,Liliaceae,CALOC,Calochortus sp.,Calochortus,42823,NA,NA,NA,CALOC,Calochortus sp.,NA,NA,NA,NA,NA,NA,Mariposa (sp).,Forb,Perennial,Native,0,FALSE,0,FALSE,CALOCHORTUS,UPL,Upland,NA,NA
Dataset,HumanObservation,Ranunculaceae,CALTH,Caltha sp.,Caltha,18453,Ranunculaceae,Ranunculaceae,Ranunculaceae,CALTH,Caltha sp.,CALTH,Caltha sp.,CALTH,Caltha sp.,NA,NA,Marsh marigold,NA,NA,NA,0,FALSE,0,FALSE,CALTHA,NA,NA,NA,NA
Dataset,HumanObservation,Onagraceae,CALYL,Calylophus sp.,Calylophus,500175,Onagraceae,Onagraceae,Onagraceae,CALYL,Calylophus sp.,CALYL,Calylophus sp.,CALYL,Calylophus sp.,NA,NA,Sundrops,NA,NA,NA,0,FALSE,0,FALSE,CALYLOPHUS,NA,NA,NA,NA
Dataset,HumanObservation,Convolvulaceae,CALYS,Calystegia sp.,Calystegia,30649,Convolvulaceae,Convolvulaceae,Convolvulaceae,CALYS,Calystegia sp.,CALYS,Calystegia sp.,CALYS,Calystegia sp.,NA,NA,False bindweed,Vine,Perennial,Native,0,FALSE,0,FALSE,CALYSTEGIA,NA,NA,NA,NA
Dataset,HumanObservation,Liliaceae,CAMAS,Camassia sp.,Camassia,42877,Liliaceae,Liliaceae,Liliaceae,CAMAS,Camassia sp.,CAMAS,Camassia sp.,CAMAS,Camassia sp.,NA,NA,Camas,NA,NA,NA,0,FALSE,0,FALSE,CAMASSIA,NA,NA,NA,NA
Dataset,HumanObservation,Cyperaceae,CAPA14,Carex pachystachya,Carex pachystachya,39735,Cyperaceae,NA,NA,CAPA14,Carex pachystachya,NA,NA,NA,NA,Carex macloviana var. pachystachya,NA,Thick-head sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARPAC,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,CAPA18,Carex parryana,Carex parryana,39741,Cyperaceae,NA,NA,CAPA18,Carex parryana,CAPA18,Carex parryana,NA,NA,Carex parryana var. parryana,Utah flora (2003) includes ut specimens previously assigned to carex specuicola.,Parry's sedge,Graminoid,Perennial,Native,0,FALSE,1,TRUE,CARPAR,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
